Title,Description,Location,Date,Price,Marketed
Building Consist Of Eight Flat On Two Plot,3 bedroom block of flats for sale,"  Igando, Alimosho, Lagos",Added on 25 May 2022,"₦40,000,000 ",Brokerlease Properties And Real Estate  08084833523 
Beautifully Built 4 Bedroom Detached Duplex,4 bedroom detached duplex for sale,"  Gowon Estate, Egbeda, Alimosho, Lagos",Added on 24 May 2022,"₦65,000,000 ",Oip Properties  07061276409 
4 Flats Of 3 Bedroom And 2 Flays Of Mini Flat On A Full Plot Of Land,3 bedroom block of flats for sale,"  Araromi, Akesan, Alimosho, Lagos",Added on 23 May 2022,"₦38,000,000 ",Cnn Global Properties  08060071344 
A Plot Of Land Ripped For Redevelopment,Residential land for sale,"  Alafia Street Off Shasha Road, Egbeda, Alimosho, Lagos",Added on 22 May 2022,"₦22,000,000 ",Chidi Nwakwuoke & Co.  08062493276 
Brand New Luxury 3 Bedroom Terraced Bungalow,3 bedroom terraced bungalow for sale,"  Egbeda, Alimosho, Lagos",Added on 18 May 2022,"₦36,000,000 ",Chaman Law Firm  08024200080 
Exquisitely Finished 3 Bedroom Semi- Detached Bungalow,3 bedroom semi-detached bungalow for sale,"  Egbeda, Alimosho, Lagos",Added on 18 May 2022,"₦45,000,000 ",Chaman Law Firm  08024200080 
Elegant And Well Spacious 2 Bedroom Flat,2 bedroom house for sale,"  Isuti, Igando, Alimosho, Lagos",Added on 12 May 2022,"₦16,500,000 ",Chaman Law Firm  08024200080 
Fully And Well Serviced 3 Bedroom Flats,3 bedroom flat / apartment for sale,"  Igando, Alimosho, Lagos",Added on 12 May 2022,"₦10,650,000 ",Arti.syze  08022502839 
3 Bedroom Block Of 4 Flats With C Of O,3 bedroom house for sale,"  Unity Estate, Egbeda, Alimosho, Lagos",Added on 12 May 2022,"₦80,000,000 ",Phemioba Global Concept  234 9091179905 
Standard 6 Units Of Flats,3 bedroom flat / apartment for sale,"  Off Igando-idimu Road, Igando, Alimosho, Lagos",Added on 25 Apr 2022,"₦45,000,000 ",Seemuch Global Real Estate  08025527520 
Well Built Block Of Flats,21 bedroom block of flats for sale,"  Egbeda, Alimosho, Lagos",Added on 07 May 2022,"₦90,000,000 ",Homeland Territory  +2348098089797 
Executive Four Bedroom Detached Bungalow With Two Mini Flats,4 bedroom detached bungalow for sale,"  Igando, Alimosho, Lagos",Added on 05 May 2022,"₦28,000,000 ",Brokerlease Properties And Real Estate  08084833523 
Title,Description,Location,Date,Price,Marketed
Half Plot Of Land,Land for sale,"  Off Bamisile Street, Egbeda, Alimosho, Lagos",Added on 03 May 2022,"₦22,000,000 ",Yfab Integrated Concept Ltd  2347035892822 
Eight Numbers Of Two Bedroom,2 bedroom block of flats for sale,"  Igando, Alimosho, Lagos",Added on 26 Apr 2022,"₦60,000,000 ",Brokerlease Properties And Real Estate  08084833523 
A Building On Corner Piece Land,12 bedroom house for sale,"  Lade Talabi Close, Egbeda, Alimosho, Lagos",Added on 23 Apr 2022,"₦75,000,000 ",Homeland Territory  +2348098089797 
3 Bedroom Block Of 4 Flats And 2 Bedroom Duplex,3 bedroom block of flats for sale,"  Off Orelope Street, Egbeda, Alimosho, Lagos",Added on 08 Apr 2022,"₦45,000,000 ",Phemioba Global Concept  234 9091179905 
Block Of Flats,Block of flats for sale,"  Banmeke, Shasha, Alimosho, Lagos",Added on 21 Mar 2022,"₦30,000,000 ",Juli-gold & Co  08023845742 
Well Situated Fenced Plot Of Land In A Cool Environment,Residential land for sale,"  Gemade Estate, Egbeda, Alimosho, Lagos",Added on 18 Mar 2022,"₦80,000,000 ",Oip Properties  07061276409 
Strategically Placed Land,Land for sale,"  Ikotun Road, Alimosho, Lagos",Added on 10 Sep 2022,"₦17,000,000 ",Ayotola Ventures  09033421241 
Land Land,Mixed-use land for sale,"  Karimu Laka St Off Akowonjo Rd, Alimosho, Lagos",Added on 09 Sep 2022,"₦20,000,000 ",Ayotola Ventures  09033421241 
Land With Structure,Mixed-use land for sale,"  Governor's Road, Alimosho, Lagos",Added on 09 Sep 2022,"₦15,000,000 ",Ayotola Ventures  09033421241 
Land,Mixed-use land for sale,"  Liasu Road, Alimosho, Lagos",Added on 09 Sep 2022,"₦15,000,000 ",Ayotola Ventures  09033421241 
Bkocks Of 4 Flats Of 3 Bedroom And A Duplex,3 bedroom block of flats for sale,"  Igando, Alimosho, Lagos",Added on 08 Sep 2022,"₦45,000,000 ",Deemah Consult  08033690629 
A Modern 4 Bedroom Duplex In An Estate,4 bedroom detached duplex for sale,"  Isheri Olofin, Alimosho, Lagos",Added on 08 Sep 2022,"₦60,000,000 ",Cnn Global Properties  08060071344 
Land,Mixed-use land for sale,"  Akowonjo Rd, Egbeda, Alimosho, Lagos",Added on 08 Sep 2022,"₦18,000,000 ",Ayotola Ventures  09033421241 
Well Build Spacious 4 Bedroom Bungalow With Bq,4 bedroom house for sale,"  Egbeda, Alimosho, Lagos",Added on 05 Sep 2022,"₦45,000,000 ",Barosys Consulting  09058800857 
Block Of 6 Units 3 Bedroom Flats,Hotel / guest house for sale,"  Egbeda, Alimosho, Lagos",Added on 05 Sep 2022,"₦100,000,000 ",Conquerant Ventures  +2348182889280 
Luxury Standard 4 Flat Of 3 Bedroom With C Of O,Block of flats for sale,"  Akowonjo, Alimosho, Lagos",Added on 05 Sep 2022,"₦68,000,000 ",Temitope Global Team Services  07033714272 
Luxury 5 Bedroom Duplex With 2 Flat Of 2 Bedroom In Gated Estate.c Of O,Block of flats for sale,"  Gated Estate Dopemu, Akowonjo, Alimosho, Lagos",Added on 05 Sep 2022,"₦85,000,000 ",Temitope Global Team Services  07033714272 
Executive Luxury 3 Bedroom And 2 Bedroom With Miniflat In A Gated Estate,Block of flats for sale,"  Shasha, Alimosho, Lagos",Added on 04 Sep 2022,"₦55,000,000 ",Temitope Global Team Services  07033714272 
3-bedroom Apartment,3 bedroom flat / apartment for sale,"  Flat 4, Block 25, Kings Court Estate Sasha, Akowonjo, Alimosho, Lagos",Added on 02 Sep 2022,"₦21,000,000 ",Delmor Shortlet Apartments  07062502045 
Modern 4 Flats Of 3 Bedrooms,3 bedroom block of flats for sale,"  Close In Akowonjo, Alimosho, Lagos",Added on 25 Aug 2022,"₦70,000,000 ",The Home Properties. A Division Of Onozefe Uzuazor Bridget Enterprise  07034194181 
Title,Description,Location,Date,Price,Marketed
Corner Piece 4(no) 3 Bedroom Bungalow On 2000sqm,3 bedroom detached bungalow for sale,"  Off Arobaba Road, Egbeda, Alimosho, Lagos",Added on 26 Aug 2022,"₦150,000,000 ",Feada Properties & Resource Dev. Ltd  08063054093 
Big Hospital,Hostel for sale,"  Akowonjo, Alimosho, Lagos",Added on 26 Aug 2022,"₦170,000,000 ",The Home Properties. A Division Of Onozefe Uzuazor Bridget Enterprise  07034194181 
"Tastefully Renovated 3bedrms Flat, All Rms En-suite, Tiled,pop 2 Floor",3 bedroom block of flats for sale,"  Jakande Estate Abesan Ipaja, Alimosho, Lagos",Added on 23 Aug 2022,"₦15,000,000 ",Debco Properties  08084310722 
6 Units 2 Bedroom Flats With 3 Bedroom Duplex,2 bedroom block of flats for sale,"  Ponle, Akowonjo, Alimosho, Lagos",Added on 22 Aug 2022,"₦120,000,000 ",Kasley Properties Ltd.  08035877197 
A Plot Of Land,Residential land for sale,"  Treasure Hilltop Estate, Alagbado, Alimosho, Lagos",Added on 21 Aug 2022,"₦15,000,000 ",Chosen One Optimum Resources Ltd  +2349012549358 
3-storey Building,3 bedroom block of flats for sale,"  Akowonjo, Alimosho, Lagos",Added on 18 Aug 2022,"₦150,000,000 ",Megagold Global Resources  08132820002 
Survey And Receipt,1 bedroom mini flat (room and parlour) for sale,"  Akesan, Alimosho, Lagos",Added on 15 Aug 2022,"₦20,000,000 ",Hassadek International Limited  08060222647 
Four (4) Nos 3 Bedrooms Bungalow On 2000 Sqm Of Land,3 bedroom detached bungalow for sale,"  Off Arobaba Road, Egbeda, Alimosho, Lagos",Added on 12 Aug 2022,"₦165,000,000 ",Krizadok Links International  08037911888 
2 Bedroom Bungalow Setback + Uncompleted Structure On A Full Plot,House for sale,"  Unity Estate, Egbeda, Alimosho, Lagos",Added on 10 Aug 2022,"₦38,000,000 ",Yfab Integrated Concept Ltd  2347035892822 
4 Units Of 3 Bedroom Flat,3 bedroom block of flats for sale,"  Egbeda, Alimosho, Lagos",Added on 07 Aug 2022,"₦60,000,000 ",The Home Properties. A Division Of Onozefe Uzuazor Bridget Enterprise  07034194181 
4 Bedrooms Duplex With 2 Bedroom Apartment And Bq,4 bedroom detached duplex for sale,"  Abule-odu, Alimosho, Lagos",Added on 06 Aug 2022,"₦75,000,000 ",The Home Properties. A Division Of Onozefe Uzuazor Bridget Enterprise  07034194181 
Lovely 4 Bedroom Duplex,4 bedroom detached duplex for sale,"  Gowon Estate, Egbeda, Alimosho, Lagos",Added on 30 Jul 2022,"₦85,000,000 ",Loyalty Homes Limited & Autos Reg No 1738187  08169222741 
8 And Half Plot Of Land Facing The Expressway In A Serene Environment,Land for sale,"  Akesan, Off Lasu Isheri Expressway, Igando, Alimosho, Lagos",Added on 06 Jan 2022,"₦350,000,000 ",Amerison Onorose Nig Ltd  +2348033956486 
A 3 Bedroom Duplex With A Mini Flat At The Bq In A Serene Environment,3 bedroom terraced duplex for sale,"  Adexson Busstop, Akesan, Lasu Isheri Expressway, Igando, Alimosho, Lagos",Added on 13 Mar 2022,"₦35,000,000 ",Amerison Onorose Nig Ltd  +2348033956486 
Tastefully And Luxurious 6 Bedroom Duplex Fully Furnished Conventional,6 bedroom detached duplex for sale,"  Egbeda, Alimosho, Lagos",Added on 25 Jul 2022,"₦45,000,000 ",Usefultechsolution  09056111402 
Land Size Of 300sqm,Residential land for sale,"  Alimosho, Lagos",Added on 15 Jul 2022,"₦3,000,000 ",  +4915175390621 
Lovely 6 Bedroom Detached Duplex,6 bedroom detached duplex for sale,"  Egbeda, Alimosho, Lagos",Added on 15 Jul 2022,"₦45,000,000 ",Loyalty Homes Limited & Autos Reg No 1738187  08169222741 
Commercial 270sqm Land With Demolishable Structure,Commercial land for sale,"  Major Akowonjo Road, Akowonjo, Alimosho, Lagos",Added on 15 Jul 2022,"₦20,000,000 ",Temitope Global Team Services  07033714272 
Functioning Hotel With 9 Shops In Front,Hotel / guest house for sale,"  Gowon Estate, Egbeda, Alimosho, Lagos",Added on 09 Jul 2022,"₦85,000,000 ",Loyalty Homes Limited & Autos Reg No 1738187  08169222741 
House,5 bedroom block of flats for sale,"  Celestial Road Igando Town, Igando, Alimosho, Lagos",Added on 07 Jul 2022,"₦70,000,000 ",Okeyode Gbola & Associate  08035821259 
Title,Description,Location,Date,Price,Marketed
Standard More Than Full Plot Of Land With Uncompleted Structure,Residential land for sale,"  Shasha - Akowonjo, Alimosho, Lagos",Added on 03 Jul 2022,"₦18,000,000 ",Temitope Global Team Services  07033714272 
Executive Two Flats Of 3 Bedroom With 2 Numbers Of 2 Bedroom On More Than A Plot,Block of flats for sale,"  Shasha - Akowonjo, Alimosho, Lagos",Added on 03 Jul 2022,"₦45,000,000 ",Temitope Global Team Services  07033714272 
Standard 4 Flats On Half Plot With 2 Gates In A Good Location,Block of flats for sale,"  Shasha - Akowonjo, Alimosho, Lagos",Added on 03 Jul 2022,"₦22,000,000 ",Temitope Global Team Services  07033714272 
Standard Half Plot Of Land In A Good Location,Residential land for sale,"  Unity Estate, Egbeda, Alimosho, Lagos",Added on 03 Jul 2022,"₦20,000,000 ",Temitope Global Team Services  07033714272 
Vacant Possession Block Of Flats And A Big Shop,3 bedroom house for sale,"  Off Akowonjo Road, Akowonjo, Alimosho, Lagos",Added on 03 Jul 2022,"₦36,000,000 ",Phemioba Global Concept  234 9091179905 
Full Plot Of Land With 2 Bedroom Bungalow Setback,Land for sale,"  Unity Estate, Egbeda, Alimosho, Lagos",Added on 03 Jul 2022,"₦37,000,000 ",Phemioba Global Concept  234 9091179905 
Land Measuring 1950sqm,Commercial land for sale,"  Along Idimu Egbeda Road, By Domino Supermarket, Egbeda, Alimosho, Lagos",Added on 21 Apr 2021,"₦175,000,000 ",Keland & Associates  09094293351 
3 Bedrooms Flat,3 bedroom flat / apartment for sale,"  King's Court Estate Phase 2, Abesan Estate, Alimosho, Lagos",Added on 19 Feb 2022,"₦22,000,000 ",Tennyrealty  07063357229 
One Plot Of Land,Residential land for sale,"  Banana Layout, Alimosho, Lagos",Added on 19 Jun 2022,"₦13,000,000 per plot ",Cymonic  080333180064 
3 Bedroom Block Of 4 Flats With C Of O,3 bedroom block of flats for sale,"  Unity Estate, Egbeda, Alimosho, Lagos",Added on 31 May 2022,"₦63,000,000 ",Yfab Integrated Concept Ltd  2347035892822 
Full Plot Land In A Secured Well Organized Estate Can Also Be Shared,Residential land for sale,"  Gemade Estate, Egbeda, Alimosho, Lagos",Added on 18 Feb 2021,"₦110,000,000 ",Letsales.com.ng  07064937423 
"A Plot Of Land With C Of O, Close To The Express Way",Mixed-use land for sale,"  Anthony Eze Street,ewedogbo Bus Stop, ,lasu/iseri Express Way, Akesan, Alimosho, Lagos",Added on 22 May 2022,"₦22,000,000 ",Cnn Global Properties  08060071344 
Tastefully Finished 5 Bedroom Fully Detached Duplex,5 bedroom detached duplex for sale,"  Gowon Estate, Egbeda, Alimosho, Lagos",Added on 02 Dec 2021,"₦65,000,000 ",Mabco-dee Investments Limited  08058317500 
2 Plots Of Land,Residential land for sale,"  Egbeda, Alimosho, Lagos",Added on 13 May 2022,"₦47,000,000 ",Cnn Global Properties  08060071344 
One And Half Plots Of Land,Mixed-use land for sale,"  Off Egbeda Bus Stop, Egbeda, Alimosho, Lagos",Added on 10 May 2022,"₦42,000,000 ",Cnn Global Properties  08060071344 
2 Plots Of Land,Mixed-use land for sale,"  Orelope Street, Egbeda, Alimosho, Lagos",Added on 09 May 2022,"₦80,000,000 ",Cnn Global Properties  08060071344 
3 Bedroom Block Of 4 Flats With C Of O,3 bedroom house for sale,"  Unity Estate, Egbeda, Alimosho, Lagos",Added on 07 May 2022,"₦60,000,000 ",Phemioba Global Concept  234 9091179905 
2 Bedroom Flat With Mini Flat And Room Self On Half Plot Of Land,2 bedroom house for sale,"  Unity Estate, Egbeda, Alimosho, Lagos",Added on 07 May 2022,"₦27,000,000 ",Phemioba Global Concept  234 9091179905 
6 Bedroom Duplex In A Large Compound,6 bedroom detached duplex for sale,"  Vulcanizer Road, Egbeda, Alimosho, Lagos",Added on 25 Apr 2022,"₦48,000,000 ",Medisco Properties  09153895462 
Block Of Flats,3 bedroom block of flats for sale,"  Kareem Lake, Egbeda, Alimosho, Lagos",Added on 25 Apr 2022,"₦75,000,000 ",Zenith Properties Ltd  09026947387 
